sentence_index,num_bytes,num_patches,avg_patch_length,mean_entropy,min_entropy,max_entropy,text_preview
811,821,109,7.53,0.4783,0.0002,3.2118,मात्र रशियाची स्तुतनिक व्ही कोरोना लस येताच सोन्याने कच खाल्ली याआधीच्या लेखात उ
812,944,118,8.0,0.4696,0.0002,3.197,इंग्लंड अमेरिका मलेशिया सिंगापूर बांगला देश आणि फिलिपिन्स येथून हे नागरिक येणार 
813,1121,114,9.83,0.4144,0.0001,3.267,अमिताभ बच्चन आमीर खान अजय देवगण अक्षयकुमार शिल्पा शेट्टी यांच्यासह चित्रपट क्षेत
814,702,86,8.16,0.445,0.0002,3.1869,उपनगर पोलीस ठाण्यात गुन्हा दाखल करण्यात आला आहे यावेळी पर्यावरण विषयक प्रश्नमंजु
815,810,95,8.53,0.4081,0.0002,3.2319,उद्धव ठाकरेंच्या या मंत्रिमंडळात काँग्रेसचे नेते आणि माजी मुख्यमंत्री अशोक चव्हा
816,1076,115,9.36,0.4031,0.0002,3.267,तत्पूर्वी झालेला नाणेफेकीचा कौल हा राजस्थान रॉयल्सकडून लागला असून त्यांनी प्रथम 
817,845,106,7.97,0.4513,0.0002,3.1869,वेब ब्राउजरकरिता कसे इंस्टॉल करायचे त्याकरिता पहा तुमच्या दातांच्या स्थितीनुसार 
818,934,103,9.07,0.4345,0.0002,3.267,त्याला कोर्टात हजर केल्यानंतर न्यायालयीन कोठडी सुनावण्यात आली यानंतर त्यांनी वार
819,1097,130,8.44,0.447,0.0002,3.267,माजी राष्ट्रपती प्रणव मुखर्जी यांना केंद्र सरकारकडून भारतरत्न पुरस्कार जाहीर झाल
820,883,107,8.25,0.4509,0.0002,3.2406,अटल बिहारी वाजपेयी यांनी तीन वेळा हिंदुस्थानचे पंतप्रधानपद भूषवले राष्ट्रपतींनी 
821,808,88,9.18,0.4138,0.0002,3.1951,या कार्यक्रमासाठी पंजाबमधील मंत्री आणि काँग्रेस नेते नवज्योत सिंह सिद्धू यांच्या
822,928,104,8.92,0.4346,0.0002,3.2427,मोदी दिवाळीत भारतचीन सीमेवर असलेल्या आयटीबीपीच्या जवानांसोबत दिवाळी साजरी करणार 
823,1449,183,7.92,0.4642,0.0002,3.267,देव म्हणतो “इस्राएलाच्या लोकांनो तुम्ही संकटात असाल तेव्हा माझी प्रार्थना करा मी
824,678,87,7.79,0.4525,0.0002,3.2302,याबाबत केअर टेकर आणि प्रभारी संस्था चालकावर गुन्हा दाखल करण्यात आला आहे त्यानंतर
825,785,89,8.82,0.459,0.0002,3.267,क एक व्यक्‍ती देवाला “यज्ञ ” म्हणून स्वतःस कसे समर्पित करू शकते अहिरे यांनी सांग
826,1094,123,8.89,0.4241,0.0002,3.267,या हल्ल्यात तो गंभीर जखमी झाला असून त्याच्यावर अतिदक्षता विभागात उपचार सुरु आहेत
827,1460,194,7.53,0.4584,0.0002,3.2464,त्यांनी न्यूयॉर्क टाइम्स बुक रिव्ह्यू या पुस्तकांवरही टीका केली आणि शिकागोच्या स
828,1082,135,8.01,0.475,0.0002,3.194,या अपघातात काकू आणि मामीचा मृत्यू झाला तर पीडिता आणि तिचे वकील गंभीर जखमी झाले म
829,916,120,7.63,0.4832,0.0002,3.267,ते पाहून परिसरातील लोक जमा झाले आणि पोलिसांना तात्काळ याबाबतची माहिती देण्यात आल
830,898,128,7.02,0.5097,0.0002,3.1976,एका ट्रेनची प्रवासी क्षमता असेल सुमारे ९८० प्रवासी तर प्रत्येक कोचमध्ये सुमारे ३
831,1043,124,8.41,0.4636,0.0001,3.267,या शेतकऱ्यांच्या नातेवाईकांना राज्य सरकारकडून प्रत्येकी दोन लाख रुपयांची मदत जाह
832,685,88,7.78,0.4614,0.0002,3.1974,न्याय मिळेपर्यंत उपोषण सुरूच राहणार असल्याचे उपोषणकर्त्यांनी सांगितले तिने युद्ध
833,747,91,8.21,0.432,0.0002,3.2004,सोन्याच्या दरात होणाया वाढीमागे सरकारने २५ टक्क्यांनी वाढवलेलं आयात शुल्क कारणीभ
834,803,103,7.8,0.4776,0.0002,3.1869,शासनाचा गाव पातळीवरील मूलभूत घटक म्हणून सरकार तलाठ्याला विविध परिपत्रके शासन निर
835,1026,128,8.02,0.4807,0.0002,3.267,या ट्रेनसाठी येणारा ८५ टक्के खर्च रेल्वे उचलत असून उर्वरित खर्च राज्य सरकार उचलत
836,1208,149,8.11,0.4501,0.0002,3.267,काल्याविरुद्ध मारहाण धमकी देणे जुगार व मटका चालविण्यासारखे अनेक गुन्हे दाखल आहेत
837,1224,137,8.93,0.438,0.0002,3.194,तरी बाहुबलीच्या दिलाची धडकन आहे बॉलीवूडची लाडकी अभिनेत्री देखणी दीपिका पदुकोण स 
838,936,115,8.14,0.4494,0.0002,3.1937,काश्मीरचा प्रश्‍न काश्मीरमधील नागरिकांची इच्छा आणि संयुक्त राष्ट्र संघाच्या सुरक
839,741,89,8.33,0.4634,0.0002,3.2191,तसेच कोरहसहित बाकीच्या सर्व लोकांना देवाने अग्नीने भस्म केले दरम्यान ही घटना आणि
840,1438,185,7.77,0.4811,0.0002,3.2753,त्सुनामीचा तडाखा एवढा जबरदस्त होता की उत्तर जपानातले रस्ते उखडून वर आले हा बाँब 
841,896,111,8.07,0.453,0.0002,3.2249,निर्गम ३४ ६ ७ येथे यहोवाच्या चांगुलपणाच्या कोणत्या पैलूंविषयी उल्लेख केला आहे आण
842,1101,121,9.1,0.4171,0.0002,3.267,भारतामध्ये व्यावसायिक क्लब फुटबॉलची लोकप्रियता वाढावी ह्या उद्देशाने १९९६ साली अ
843,756,82,9.22,0.4476,0.0002,3.267,पंतप्रधान म्हणाले ‘श्रीलंकेविरुद्ध ऐतिहासिक मालिका विजयासाठी भारतीय क्रिकेट संघा
844,1030,138,7.46,0.4989,0.0002,3.267,भौतिक गोष्टींविषयी चिंता न करता आपण ‘ प्रथम राज्य मिळवण्यास झटले ’ पाहिजे हे तुम
845,1191,163,7.31,0.4789,0.0002,3.2218,तसेच जीवनावर प्रभाव पाडणारे कोणतेही निर्णय घेण्याआधी आपल्या मैत्रीवर या निर्णयाच
846,787,110,7.15,0.487,0.0002,3.2471,दुसरे या दिवसात तुम्ही तर गुगल गुरुचे विद्यार्थी आहात तर सार्वजनिक भाषणांचे खूप 
847,956,98,9.76,0.4303,0.0002,3.267,आम्हाला विश्वास आहे की या प्रकरणामध्ये पोलीस लवकरच वेगाने त्यांचा तपास पूर्ण करत
848,879,105,8.37,0.434,0.0002,3.2275,माझ्याजवळ आत्ताच पाच बायबल अभ्यास आहेत आणि यांच्यापैकी तीन जण सभांना येतात ” त्य
849,1091,147,7.42,0.5027,0.0002,3.2859,यावेळी पोलिसांनी एकूण तिघांना अटक केली असून अजून तिघांचा शोध सुरु आहे टेस्ट क्रि
850,931,109,8.54,0.4526,0.0002,3.2182,दिल्लीतील प्रदुषणाच्या समस्येवरून सुप्रीम कोर्टाने पंजाब आणि हरियाणा या राज्यांन
851,950,114,8.33,0.4585,0.0002,3.267,महाराष्ट्र राज्य परिवहन महामंडळ हा सार्वजनिक बस वाहतूक क्षेत्रातील जगातील सर्वात
852,767,78,9.83,0.3787,0.0002,3.2257,मुख्यमंत्रीपदाचा राजीनामा दिल्यानंतर नितीशकुमार यांनी माध्यमांशी संवाद साधला अक्
853,958,97,9.88,0.3744,0.0002,3.2275,एकात ग्रीक मजकूर व दुसऱ्‍यात व्हल्गेटमधील समान लॅटिन मजकूर होता प्रताप तत्त्वज्
854,1257,143,8.79,0.4372,0.0002,3.264,त्या मनुष्याने एक दिवासाच्या मजुरीकरिता प्रत्येकाला चांदीचे एक नाणे देण्याचे कबू
855,814,84,9.69,0.3991,0.0002,3.2321,गोवा आणि कर्नाटक या दोन्ही राज्यामध्ये भाजपचे सरकार आहे गेल्या काही दिवसांपासून 
856,835,104,8.03,0.4596,0.0002,3.1869,लोकसभा निवडणुकीच्या तारखा घोषित झाल्या आहेत म्हणजे कोकण हा भाग बदक पालनासाठी अनु
857,1017,115,8.84,0.4232,0.0002,3.267,या बैठकीत विधानसभा निवडणुकीत काँग्रेसराष्ट्रवादी आघाडीसोबत जायचं की नाही यावर चर
858,664,70,9.49,0.4201,0.0002,3.267,सदर कार्यक्रमास न्यायाधिशवर्ग व कर्मचारी मोठ्या संख्येने हजर होते क्रिकेटप्रेमीं
859,978,93,10.52,0.3987,0.0002,3.267,मुख्यमंत्र्यांनी या प्रकरणाची उच्चस्तरीय चौकशी करावी अशी मागणी त्यांनी केली आहे 
860,1506,188,8.01,0.4529,0.0002,3.229,परीक्षा केंद्रात बदल करण्याची अंतिम मुदत २० सप्टेंबर २०२० पर्यंत आहे याचा लाभही 
861,986,139,7.09,0.5179,0.0002,3.2581,त्यामुळे नेस्लेला तब्बल 45 लाख रूपयांचा दंड ठोठावण्यात आला आहे लॉक डाऊनच्या निर्
862,761,91,8.36,0.448,0.0002,3.267,मुख्यमंत्री देवेंद्र फडणवीस यांनी पत्नी अमृता फडणवीस यांच्यासह नागपुरात बजावला म
863,1031,133,7.75,0.4738,0.0002,3.2302,एयूएमएस सारख्या क्षेत्रात दोन्ही देशातल्या देखभाल केंद्रात सहकार्य स्थापित करणे 
864,595,63,9.44,0.4159,0.0002,3.267,उत्तर प्रदेशच्या योगी आदित्यनाथ सरकारला या प्रकरणावर व्यापक टीकेला सामोरे जावे ल
865,1142,164,6.96,0.5156,0.0002,3.3082,दि 18 जून रोजी कर्नाटकातील उडुपी येथे बीआरए हेल्थ अँड रिसर्च इन्स्टिट्यूटच्या सु
866,1164,112,10.39,0.3824,0.0002,3.2099,दिल्लीच्या आनंद विहार रेल्वे स्थानकावर फिटनेसला प्रोत्साहन देण्यासाठी अनोखा प्रय
867,1089,143,7.62,0.4707,0.0002,3.267,बीजिंग – शांघाय कॉर्पोरेशन ऑर्गनायझेशनच्या किरगिझीस्तानला आयोजित केलेल्या बिश्के
868,1355,163,8.31,0.4555,0.0002,3.2318,बायबल अहवाल म्हणतो “तो तीनदा मारून थांबला प्रेषित पौल प्रेमळपणे आपल्याला असा सल्
869,1055,108,9.77,0.4039,0.0002,3.267,पोलीस प्रशासन राज्य सरकारच्या दबावाखाली काम करत असल्याचा आरोपही त्यांनी केला मेघ
870,791,106,7.46,0.4922,0.0002,3.2302,हबक्कूक लक्ष देऊन यहोवाचे पुढचे शब्द ऐकतो आपल्याला ते हबक्कूक १ ६ ११ येथे वाचायल
871,1086,129,8.42,0.4417,0.0002,3.267,अर्थात नवीन लोकांनी किंवा बुजऱ्‍या स्वभावाच्या लोकांनी उत्तरे दिल्यास त्यांची आ
872,1399,171,8.18,0.4555,0.0002,3.267,प्रत्येक पडद्याचे मोजमाप सारखेच होते म्हणजे तो चौदावारगजलांब व दोन वारगजरुंद असे
873,1032,139,7.42,0.5023,0.0002,3.2253,शिवसेनेच्या सरकारमधील तिसरा पक्ष असणे म्हणजे येथे कॉंग्रेसला दफन करण्यासारखे आहे
874,980,120,8.17,0.4624,0.0003,3.2,अधिकाऱ्यांनी दिलेल्या माहितीनुसार राज्यात आणखी 192 रुग्णांचा मृत्यू झाला आहे त्य
875,1342,168,7.99,0.4581,0.0002,3.2055,या महत्त्वाकांक्षी प्रकल्पाच्या कामाची जबाबदारी महाराष्ट्र राज्य रस्ते विकास महा
876,1043,124,8.41,0.4402,0.0002,3.1965,उत्तरादाखल मुख्यमंत्री उद्धव ठाकरे यांनी लिहिलेल्या पत्रात मला हिंदुत्वाच्या सर्
877,1042,124,8.4,0.4443,0.0002,3.193,१९३३ ते १९६५ या कालावधीत सामंतांनी प्रकाशित केली भारतीय लष्कराचे अधिकारी जवानांन
878,851,98,8.68,0.4528,0.0002,3.2412,त्या वेळची बियाणी डायरी म्हणते “त्यांच्या कॉलरवर रक्त होतं या मतदारसंघाकडून भारत
879,823,103,7.99,0.4937,0.0002,3.267,त्यानी छत्रपती राजाराम महाराज यानी चालु केलेली सरंजाम व मोकासा पद्धत चालु केली त
880,992,109,9.1,0.4225,0.0002,3.2264,या सिनेमात अर्जुन कपूरने सदाशिवराव भाऊ यांची व्यक्तिरेखा साकारली आहे तसेच पंतप्र
881,1110,138,8.04,0.4787,0.0002,3.267,तो आमच्यात नसला तरी तो यापुढेही मुंबई इंडियन्स कुटुंबाचा सदस्यच राहील’ असे मुंबई
882,945,114,8.29,0.4645,0.0002,3.267,पहिल्या वनडेमध्ये रॉस टेलरनं शानदार कामगिरी केली होती काँग्रेस नेते बाळासाहेब थो
883,758,81,9.36,0.4166,0.0002,3.2348,810 काँग्रेस आमदार भाजपमध्ये जाण्याची शक्यता असल्याचे काँग्रेसमधून निलंबित आमदार
884,938,118,7.95,0.473,0.0002,3.2407,१९३८ चं ईयरबुक सांगतं की “त्या ठिकाणचं वातावरण पेन्टेकॉस्टला झालेल्या घटनेची आठव
885,936,120,7.8,0.4715,0.0002,3.2503,अशा विद्यार्थ्यांच्या वाचनासाठी ऑनलाइन अभ्यास साहित्य आणि ईसंसाधने सुलभ करण्यासा
886,1032,138,7.48,0.5004,0.0001,3.267,आणखी मी तुम्हांस सांगतो की जो प्रत्येक व्यर्थ शब्द लोक बोलतील त्याचा हिशेब ते न्
887,1192,131,9.1,0.415,0.0001,3.1869,सर्व घायाळांना जवळच्या रुग्णालयात भरती करण्यात आले आहे वयोश्री योजनेअंतर्गत वृद्
888,809,105,7.7,0.5015,0.0002,3.1869,रामकृष्ण यांच्या समाधीनंतर स्वामी विवेकानंद भारत भ्रमण करण्यास बाहेर पडले हा दर्
889,852,103,8.27,0.4684,0.0002,3.1869,त्यांना आम्ही या कामावर नेमू ” कार्यक्रमाला येऊ शकत नसल्यामुळे आताच दिलगिरी व्यक
890,1237,152,8.14,0.4579,0.0002,3.267,तसेच बायबल अशाही लोकांविषयी सांगते ज्यांनी देवाच्या प्रेमळ सल्ल्याचा अव्हेर केला
891,1144,135,8.47,0.457,0.0002,3.2155,जसे की आपल्या मुलांना प्रेषित योहानाने कोणता दृष्टांत पाहिला होता त्याची कल्पना 
892,549,58,9.47,0.3897,0.0002,3.267,नरेंद्र मोदींच्या पहिल्या मंत्रिमंडळात अरुण जेटली अर्थमंत्री होते तसे करणे आवश्य
893,911,126,7.23,0.5048,0.0002,3.2311,आपल्या देशात उद्योगाच्या विकासासाठी समूह आधारित दृष्टिकोनाशी आपण परिचित आहोत तुम
894,676,105,6.44,0.5433,0.0002,3.6054,असा कोणताही मुद्दा नाही ज्याला यंदाच्या रेल्वे अर्थसंकल्पात स्पर्श केलेला नाही आ
895,821,101,8.13,0.453,0.0002,3.1967,आंतरराष्ट्रीय कोर्टानं सुनावलेला निकाल पाकिस्ताननं मान्य करण्यास नकार दिला आहे अ
896,1131,147,7.69,0.4665,0.0002,3.267,आलिया भट्ट साकारणार गंगूबाई कोठेवाली यांची भूमिका म्हणून जेव्हा आपण म्हणतो की ते
897,576,83,6.94,0.4932,0.0002,3.2046,प्रसाद यांना पाटणा साहिब येथून लोकसभेची उमेदवारी भाजपने दिली आहे सुधीर भोंगळे डॉ
898,999,125,7.99,0.4496,0.0002,3.267,मुख्यमंत्री देवेंद्र फडणवीस आणि उद्धव ठाकरेंच्या बैठकीत यावर शिक्कामोर्तब झाल्या
899,920,98,9.39,0.4188,0.0002,3.1869,प्रत्येक पालक आपल्या मुलासाठी त्याग करत असतो आपल्या मुलाची कामगिरी सामाजिक प्रति
900,872,106,8.23,0.4534,0.0002,3.1969,ऊस शेतकऱ्यांची थकीत रक्कम देण्याबाबत घेण्यात आलेल्या विविध निर्णयांची माहितीही प
901,835,127,6.57,0.5555,0.0002,3.2505,नुकतेच विवाह बंधनात अडकलेले लव्ह बर्ड विराट कोहली आणि अनुष्का शर्मा हे दुसऱ्या ह
902,1171,140,8.36,0.44,0.0002,3.267,आणि आध्यात्मिक व भौतिक गोष्टींच्या बाबतीत पालकांनी केलेल्या निवडींचा कुटुंबातील 
903,1350,174,7.76,0.4667,0.0002,3.2282,२ ६ आपल्या प्रकाशनांत आलेल्या लेखांतून आपल्या विशिष्ट आजाराबद्दल उपयुक्‍त माहिती
904,828,93,8.9,0.4521,0.0002,3.267,“ मानवांचा ज्ञानदाता ” यहोवा आपल्या संचाराच्या मार्गाने मार्गदर्शन करतो तेव्हा आ
905,627,81,7.74,0.4791,0.0002,3.2097,याच्या मुळांना शाखांचे जाळे असते त्यामुळे पटकन रुजायला मदत होते यानिमित्ताने मंद
906,1108,151,7.34,0.4824,0.0002,3.1869,या कामासाठी त्यांना व्यापाऱ्‍यांबरोबर काही बोलाचाल करावी लागली असेल वस्तू व काम
907,690,73,9.45,0.3749,0.0002,3.2401,यामुळे या क्षेत्रांमध्ये चांगले काम करणाऱ्या लोकांना आणि राज्यांना प्रोत्साहन मि
908,941,123,7.65,0.4721,0.0002,3.267,पत्नी दोन मुले तीन मुली असा परिवार त्यांच्या पश्चात आहे मुसळधार पावसामुळे राज्यभ
909,1595,188,8.48,0.4324,0.0002,3.267,भारतात असलेल्या संधीचा कंपनी प्रमुखांनी उल्लेख केलाच पण त्याशिवाय त्यांच्याविषयी
910,1019,129,7.9,0.483,0.0002,3.2607,यांच्या एका नेत्याने एका खटल्याची सुनावणी सुरू असताना न्यायाधीशालाच विचारले होते
911,1580,187,8.45,0.4359,0.0002,3.267,दरम्यान भारत आणि पाकिस्तानच्या सैनिकांनी दिवाळीच्या पूर्व संध्येला मंगळवारी जम्म
912,1217,127,9.58,0.3889,0.0002,3.2064,आपल्या कारकिर्दींच्या चौथ्या वर्षातल्या दुसऱ्या महिन्याच्या दुसऱ्या दिवशी शलमोना
913,1388,178,7.8,0.4744,0.0002,3.267,आयपीएल क्रिकेट स्पर्धेत दिल्ली कॅपिटल्स आणि चेन्नई सुपर किंग्ज या दोन संघांनी प्
914,778,101,7.7,0.5169,0.0002,3.267,राष्ट्रे तुझ्या प्रकाशाकडे देवाकडे येतील राजे तुझ्या तेजस्वी प्रकाशाकडे येतील रे
915,1030,129,7.98,0.4651,0.0002,3.2006,संसद विसर्जित करण्याची शिफारस अध्यक्षांना करण्याचा ठराव आजच्या मंत्रिमंडळाच्या ब
916,977,121,8.07,0.4788,0.0002,3.267,मात्र 2024 पर्यंत लोकसंख्येच्या बाबतीत हिंदुस्थान चीनला मागे टाकेल असेही य़ूएनने 
917,644,91,7.08,0.5,0.0002,3.2219,त्याचा वास असह्य झाल्यानंतर तो मृतदेह त्यांनी रामण्णापेटजवळ रेल्वे रूळांवर टाकून
918,900,109,8.26,0.4272,0.0002,3.2187,ज्यामध्ये स्पर्धा प्रदर्शन व्याख्यान तसेच कार्यशाळा समाविष्ट असतात जागितक बँकेच्
919,893,100,8.93,0.4477,0.0002,3.267,हे कृत्य करण्यामागे राजकीय हेतू नव्हता असा दावाही त्यानी केला येत्या 2020 पर्यंत
920,1173,133,8.82,0.4431,0.0001,3.1869,यासाठी पाण्याने भरलेल्या टाक्या बांधण्यात येतात व त्यात वापरलेले किरणोत्सारी इंध
921,878,127,6.91,0.5069,0.0002,3.267,आधी खासगी लॅबमध्ये कोरोना चाचणीसाठी 4 हजार 500 रुपये आकारले जात होते वाहतूक खोळं
922,969,118,8.21,0.4724,0.0002,3.267,लघु आणि मध्यम कर्जासाठी 2 व्याज सवलत देण्यात येत आहे प्रियांकासाठी हा सिनेमा म्ह
923,789,108,7.31,0.4844,0.0002,3.2175,पुढे अतुल्य भारताचे नवीन ब्रॅंड अ‍ॅम्बेसेडर स्वतः नरेंद्र मोदी झाले शिवसेनाभाजप 
924,1065,117,9.1,0.4275,0.0002,3.1869,रोहित शर्माला सलामीसाठी संधी द्यायची असल्याचं बीसीसीआयच्या निवड समितीचे प्रमुख ए
925,782,94,8.32,0.4274,0.0002,3.267,शिष्यांनी का भिऊ नये हे समजण्यास त्यांना मदत करण्याकरता येशूने दोन दृष्टान्त दिल
926,1651,201,8.21,0.4776,0.0002,3.267,पण एवढे केले तरी तुम्ही आमच्या राजाच्या एका गुलामालासुध्दा हरवू शकणार नाही त्याच
927,835,102,8.19,0.4643,0.0002,3.2157,हिंदुस्थान – ऑस्ट्रेलिया यांच्यामधील क्रिकेट मालिकेच्या लढतींचे थेटप्रक्षेपण सोन
928,840,104,8.08,0.4546,0.0001,3.2218,भारताने ही कसोटी 31 धावांनी जिंकून मालिकेत 10 अशी आघाडी घेतली आहे अशक्‍तांना आधा
929,878,92,9.54,0.4161,0.0002,3.267,सुशांतची गर्लफ्रेंड रिया चक्रवर्ती आणि तिच्या कुटुंबियांविरोधात एफआयआरही दाखल कर
930,1012,115,8.8,0.4266,0.0001,3.1998,तसेच चेकची सुविधा असलेल्या खात्यात तुम्हाला किमान 500 रुपये अनामत रक्कम ठेवावी ल
931,931,120,7.76,0.4917,0.0002,3.1972,पहिल्या कसोटीत भारतीय संघाला यजमान ऑस्ट्रेलियाकडून पराभव पत्करावा लागला संस्कृत 
932,725,92,7.88,0.4756,0.0002,3.1954,आई आणि वडील मुलांच्या शारीरिक आणि मानसिक आरोग्य निरीक्षण करणे आवश्यक आहे खरेदीदा
933,964,113,8.53,0.4444,0.0002,3.1987,या नियमांचे उल्लंघन करणारी व्यक्ती भारतीय दंड संहितेच्या कलम १८८ नुसार शिक्षेस प
934,710,80,8.88,0.424,0.0003,3.1869,बाप्तिस्मा घेण्याआधी तुम्ही आपल्या जीवनात मोठमोठे बदल केले असतील त्यांनी मनमोहनस
935,1355,151,8.97,0.413,0.0002,3.2072,दरम्यान मुख्यमंत्री उद्धव ठाकरे यांची मुलाखत शिवसेना नेते शिवसेनेचे मुखपत्र असले
936,853,100,8.53,0.4296,0.0002,3.267,ख्वाजा यांच्या वक्तव्याच्या व्हिडीओ सोशल मीडियावर व्हायरल झाला आहे जेट एअरवेज पु
937,785,95,8.26,0.4684,0.0002,3.2005,भारतीय पाककृती देखील कोरियामध्ये लोकप्रियता वाढवत आहे सहवैमानिक मारिया झुबेर यां
938,1132,148,7.65,0.4738,0.0002,3.2774,सातवी मानांकित रशियाच्या मारिया शारापोवाने चुरशीच्या रंगलेल्या अंतिम फेरीत रोमान
939,968,119,8.13,0.4616,0.0002,3.2291,लोकांचे धैर्य गळेल त्यांची भीतीने गाळण उडेल डाव्या विद्यार्थी संघटनांच्या कार्यक
940,955,117,8.16,0.4408,0.0002,3.1869,यानंतर पुढे त्यांनी लाहोर नॅशनल कॉलेजमधील शिक्षण सोडून नौजवान भारत सभाची स्थापना
941,832,103,8.08,0.4622,0.0002,3.267,यातील पहिल्या सामन्या दरम्यान ऑकलंडच्या ईडन पार्क मैदानावर मजेशीर प्रकार घडला हि
942,1060,114,9.3,0.4336,0.0002,3.2112,मुंबई अभिनेता सुशांत सिंग राजपूत याच्या आत्महत्येनंतर बॉलिवूडमध्ये घराणेशाहीच्या
943,1251,153,8.18,0.4591,0.0002,3.2188,ओम राऊत दिग्दर्शित या चित्रपटाची निर्मितीही अजय देवगन यांनी केली आहे देशात सगळीक
944,914,107,8.54,0.4366,0.0002,3.1913,दहशतवाद्यांना भारतात घुसखोरी करता येण्यासाठीच पाकिस्तानकडून वारंवार शस्त्रसंधीचं
945,900,102,8.82,0.4101,0.0002,3.2366,हा बायोपिक तामिळ तेलुगू आणि हिंदी या भाषांमध्ये प्रदर्शित होणार आहे गेल्याच आठवड
946,866,122,7.1,0.5084,0.0002,3.2241,त्याने पहिल्या फेरीपासून घेतलेली आघाडी शेवटपर्यंत टिकवली अरामचा राजा रसीन आणि इस
947,684,96,7.12,0.5301,0.0002,3.1909,जी लोकशाहीच्या तत्वांशी व संविधानाशी विसंगत आहे हे विद्यार्थ्यांच्या पालकांनी लक
948,1082,135,8.01,0.4698,0.0002,3.2102,वातावरणीय स्थिरता आणि हवामानावरील काळ्या कार्बन एरोसोलचा किरणोत्सर्गी प्रभाव जाण
949,675,83,8.13,0.4483,0.0002,3.213,बुरशीचे प्रजोत्पादन अतिशय जलद गतीने होते बॅट्समनच्या यादीमध्ये विराट कोहली टी 20
950,830,113,7.35,0.4982,0.0002,3.1869,आचरा किंवा आचरे महाराष्ट्राच्या सिंधुदुर्ग जिल्ह्यातील गाव आहे “तू तुझी बायको मु
951,1290,165,7.82,0.4758,0.0001,3.1923,भारताचा खरा मित्र व्हाईट हाऊसमध्ये आहे मोदी त्यांनी त्यांचे भले मोठे घर विकले अन
952,1136,134,8.48,0.4601,0.0001,3.267,हिंदी चित्रपटाचे गीतकार व कवी सत्येन्द्र अथय्या यांच्या बरोबर लग्न झाले व त्या भ
953,801,135,5.93,0.582,0.0002,4.3095,xkb मांडणी सूची ज्यास ibussetup येथे दाखवले जाते रूपण layout किंवा layoutvariant
954,769,99,7.77,0.4741,0.0002,3.1869,मित्रांनो कृषी कर्मण पुरस्काराबरोबरच कर्नाटकची ही भूमी आणखी एका ऐतिहासिक क्षणाची
955,966,115,8.4,0.4669,0.0002,3.267,मृत व्यक्ती हा गेल्या अनेक दिवसांपासून बेपत्ता होता पंतप्रधान यावेळी म्हणाले महा
956,1123,133,8.44,0.4581,0.0002,3.2014,आमच्या शेतकऱ्यांचे उत्पादन वाया जाऊ नये त्यांना त्याचे जास्त फायदा मिळावेत यासाठ
957,792,99,8.0,0.4386,0.0002,3.1869,हे स्थैर्य टिकवून ठेवण्याकरताच चंद्राचा आकार मोठा आहे भारतीय भाषांतील ट चे उच्चा
958,925,129,7.17,0.4884,0.0002,3.2107,1999 ते 2013 या कालावधीत ते डीडीसीएच्या अध्यक्षपदी होते तसेच शेतीसाठी लागणाऱ्या 
959,712,86,8.28,0.4611,0.0002,3.1973,नैसर्गिक वायू ऑक्टोबर 2019 मध्ये नैसर्गिक वायूच्या उत्पादनात ऑक्टोबर 2018 च्या त
960,1004,138,7.28,0.4974,0.0002,3.1869,लास वेगास – भारताचा अव्वल कुस्तीपटू नरसिंग यादवने जागतिक कुस्ती स्पर्धेत पुरुषां
961,861,97,8.88,0.4433,0.0002,3.267,हॉटेल हवाई कंपन्या यांच्यासह पर्यटनाशी संबंधितांमध्ये सहकार्याला प्रोत्साहन नंतर
962,1176,143,8.22,0.4653,0.0002,3.2091,खादी रुमालांच्या विक्रीमुळे जम्मूकाश्मीरमधील महिलांचा आत्मविश्वास वाढेल आणि त्या
963,778,98,7.94,0.4735,0.0002,3.267,पुणेमुंबई मार्गावरील वाहतूक ही लोणावळ एक्झिट येथून जुन्या महामार्गावरुन लोणावळा 
964,897,134,6.69,0.5156,0.0002,3.267,देशातील कानाकोपऱयातून लिचिंगच्या बातम्या येत आहेत आणि मग आम्ही संगणकावर इतर रेणू
965,776,93,8.34,0.4499,0.0002,3.267,आदल्या दिवशी परमेश्वराने शमुवेलला सांगितले होते फक्त उभं राहून तिचं निरीक्षण करा
966,1291,153,8.44,0.4546,0.0002,3.201,पंचायती राज कृषी आणि शेतकरी कल्याण खात्यांचे केंद्रीय राज्यमंत्री पुरूषोत्तम रूप
967,733,94,7.8,0.481,0.0002,3.2301,द व्हिलेज किंवा मालाहाईड क्रिकेट क्लब मैदान हे मालाहाईड आयर्लंड येथील एक क्रिकेट
968,955,119,8.03,0.4669,0.0002,3.2302,नवी दिल्ली – करोना व्हायरसमुळे देशात २१ दिवसांचा लॉकडाऊन करण्यात आला आहे संस्थेन
969,991,109,9.09,0.4228,0.0002,3.267,मग त्यातील मूठभर अन्नार्पण घेऊन ते वेदीवर ठेवावे व त्याचा होम करावा त्या नंतर या
970,912,113,8.07,0.4663,0.0002,3.1869,नवाझुद्दीन सिद्दीकीच्या सिरीयस मॅनमधील कामाची दिग्दर्शक सुधीर मिश्रांनी केली प्र
971,855,114,7.5,0.4962,0.0002,3.2244,विश्व हिंदू परिषदेने vhp प्रस्तावित केलेल्या आधारे मंदिराची रचना आणि वास्तुकला ठ
